SalePrice,YearBuilt,LotArea,TotalBsmtSF,1stFlrSF,GarageArea,MSZoning,LandContour,LandSlope,Street,BldgType,RoofStyle,Foundation,Electrical,BedroomAbvGr,GarageType,GarageCars,PavedDrive,SaleType,SaleCondition,HeatingQC,LotFrontage
107500,1955,7200,0,827,392,RL,Lvl,Gtl,Pave,1Fam,Gable,Slab,SBrkr,2,Detchd,1,Y,WD,Normal,Ex,60
39300,1946,5000,0,334,0,RL,Low,Mod,Pave,1Fam,Gable,Slab,FuseF,1,NA,0,N,WD,Normal,Fa,50
178000,2004,9056,707,707,403,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,74
107500,1910,7000,1117,820,0,RL,Lvl,Gtl,Pave,2fmCon,Gable,CBlock,SBrkr,3,NA,0,N,WD,Normal,TA,70
188000,1998,8924,880,880,527,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,57
111250,1972,12735,864,864,576,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Detchd,2,Y,COD,Normal,TA,NA
158000,1968,11553,1051,1159,336,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,TA,NA
272000,2001,11423,1581,1601,670,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,NA
315000,2006,14601,1838,1838,765,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,2,Attchd,3,Y,WD,Normal,Ex,85
248000,2000,11000,969,997,648,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,BuiltIn,3,Y,WD,Normal,Ex,NA
213250,1998,10140,1650,1680,583,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,78
133000,1998,4058,723,767,367,RH,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,1,Attchd,1,Y,WD,Normal,Ex,34
179665,2006,17104,654,664,426,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,New,Partial,Ex,58
229000,1988,13837,1204,1377,786,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Attchd,3,Y,WD,Normal,Gd,NA
210000,1923,8737,1065,915,440,RL,Bnk,Gtl,Pave,1Fam,Gable,BrkTil,FuseA,3,Detchd,2,Y,WD,Normal,Ex,70
129500,1970,7244,768,768,624,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Detchd,2,Y,WD,Normal,Ex,54
125000,1955,8235,825,825,720,RM,HLS,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Detchd,2,Y,WD,Normal,TA,49
263000,2003,9375,912,912,615,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,BuiltIn,2,Y,WD,Normal,Ex,75
140000,1977,4043,1069,1069,440,RL,Lvl,Gtl,Pave,TwnhsE,Gable,CBlock,SBrkr,2,Attchd,2,Y,COD,Abnorml,TA,53
112500,1957,6000,928,928,288,RM,Lvl,Gtl,Pave,1Fam,Hip,CBlock,FuseA,3,Attchd,1,Y,WD,Normal,Gd,50
255500,2006,11146,1709,1717,908,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,87
108000,1949,8777,0,1126,520,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Detchd,2,N,WD,Normal,Ex,67
284000,2003,10625,998,1006,871,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,BuiltIn,3,Y,WD,Normal,Ex,85
113000,1922,6380,993,1048,280,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,FuseA,2,Detchd,1,Y,WD,Normal,TA,58
141000,1957,14850,1092,1092,299,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,2,Attchd,1,Y,WD,Normal,TA,69
108000,1920,11040,637,897,570,C (all),Low,Mod,Pave,1Fam,Gable,CBlock,SBrkr,3,CarPort,1,Y,COD,Normal,Gd,60
175000,1996,21872,729,729,406,RL,HLS,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,57
234000,2003,3196,1374,1557,420,RL,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,NA
121500,1957,11341,1392,1392,528,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Detchd,2,Y,WD,Normal,TA,NA
170000,1974,10010,1389,1389,418,RL,Lvl,Mod,Pave,1Fam,Gable,CBlock,SBrkr,2,Attchd,2,Y,WD,Normal,Gd,77
108000,1940,13907,996,996,0,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,NA,0,Y,WD,Normal,Ex,63
185000,1918,21780,1163,1163,396,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,4,Detchd,2,N,WD,Normal,Ex,66
268000,1992,13346,1095,1166,590,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Attchd,2,Y,WD,Normal,Ex,NA
128000,1915,6858,806,841,216,RL,Bnk,Gtl,Pave,1Fam,Gable,PConc,FuseF,4,Detchd,1,Y,WD,Normal,TA,66
325000,2005,11198,1122,1134,656,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,4,BuiltIn,3,Y,WD,Normal,Ex,77
214000,2004,10171,1517,1535,532,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,70
316600,1983,12327,1496,1496,612,RL,Low,Mod,Pave,1Fam,Gable,CBlock,SBrkr,1,BuiltIn,2,Y,WD,Normal,Ex,79
135960,1979,7032,943,943,600,RL,Lvl,Gtl,Pave,Duplex,Gable,CBlock,SBrkr,2,Detchd,2,Y,WD,Normal,TA,NA
142600,1965,13101,1728,1728,576,RL,Lvl,Gtl,Pave,Duplex,Gable,CBlock,SBrkr,6,Detchd,2,Y,WD,Normal,TA,74
120000,1959,7332,864,864,288,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Attchd,1,Y,WD,Abnorml,Ex,60
224500,2009,13159,846,846,650,RL,HLS,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,New,Partial,Gd,83
170000,2000,9967,384,774,400,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,BuiltIn,2,Y,WD,Normal,Ex,76
139000,1971,10500,372,576,288,RL,Lvl,Gtl,Pave,1Fam,Gambrel,CBlock,SBrkr,3,BuiltIn,1,Y,WD,Normal,TA,70
118500,1947,8480,832,832,336,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Detchd,1,Y,COD,Abnorml,TA,80
145000,1928,6292,861,877,216,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,3,Detchd,1,Y,WD,Normal,Gd,52
164500,1966,11777,1164,1320,564,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Abnorml,Ex,96
146000,2007,3604,689,703,540,FV,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Detchd,2,Y,WD,Abnorml,Ex,34
131500,1954,12150,1050,1050,352,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,FuseF,4,Attchd,1,Y,WD,Normal,Ex,81
181900,1960,14585,1144,1429,572,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,NA
253293,2008,12704,2042,2042,1390,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,3,Y,New,Partial,Ex,98
118500,1990,11841,816,816,0,RL,Lvl,Gtl,Grvl,Duplex,Gable,CBlock,SBrkr,3,NA,0,Y,WD,Normal,TA,81
325000,1893,13500,1237,1521,880,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,3,Detchd,2,Y,WD,Normal,Gd,75
133000,1935,6120,884,989,240,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,3,Detchd,1,Y,WD,Normal,Ex,51
369900,2005,11443,1868,2028,880,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,2,Attchd,3,Y,New,Partial,Ex,88
130000,1918,10267,816,838,275,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,2,Detchd,1,N,WD,Normal,Ex,55
137000,1982,8740,840,860,528,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,2,Detchd,2,Y,WD,Normal,TA,74
143000,1968,25095,1437,1473,452,RL,Low,Sev,Pave,1Fam,Flat,CBlock,SBrkr,1,Attchd,1,Y,WD,Partial,Ex,65
79500,1930,9100,742,779,308,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,FuseA,2,Detchd,1,P,WD,Normal,TA,50
185900,2004,8320,770,770,520,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,64
451950,2008,13478,1722,1728,842,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,BuiltIn,3,Y,ConLI,Normal,Ex,97
138000,1982,6600,816,816,816,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Detchd,2,Y,WD,Normal,Ex,60
140000,2003,4435,848,848,420,RM,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,1,Attchd,2,Y,WD,Normal,Ex,NA
110000,1975,7990,924,924,280,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Detchd,1,Y,WD,Normal,TA,88
319000,2005,11302,1814,1826,758,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,3,Y,New,Partial,Ex,69
114504,1910,3600,684,684,216,RM,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,3,Detchd,1,N,WD,Normal,Ex,60
194201,2006,3922,1258,1402,648,RL,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Attchd,3,Y,New,Partial,Ex,53
217500,1977,12984,1430,1647,621,RL,Bnk,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,80
151000,1980,1950,716,716,452,RM,Lvl,Gtl,Pave,Twnhs,Gable,CBlock,SBrkr,3,Attchd,2,Y,COD,Normal,TA,24
275000,2005,10927,1058,1058,736,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,BuiltIn,2,Y,WD,Normal,Ex,74
141000,1937,9000,780,780,544,RM,Bnk,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Detchd,1,P,WD,Normal,TA,50
220000,1992,10041,908,927,506,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Abnorml,Ex,80
151000,2004,3182,600,600,480,FV,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Detchd,2,Y,WD,Normal,Ex,30
221000,2002,12803,1494,1494,530,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,88
205000,1965,13600,768,1186,486,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,85
152000,1996,12464,1040,1040,576,RL,Low,Mod,Pave,1Fam,Gable,PConc,SBrkr,3,Detchd,2,Y,WD,Normal,Gd,82
225000,1948,7800,896,1112,230,RL,Bnk,Mod,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,Ex,78
359100,1934,12168,965,1940,380,RL,HLS,Mod,Pave,1Fam,Gable,PConc,SBrkr,4,Basment,2,Y,WD,Alloca,TA,78
118500,1961,7943,1029,1029,261,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,Gd,61
313000,2000,11050,1440,1476,736,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,NA
148000,1978,10395,1032,1032,564,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,NA
261500,2001,11885,1299,1299,531,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,BuiltIn,2,Y,WD,Normal,Ex,NA
147000,2007,8402,1120,1120,0,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,NA,0,Y,New,Partial,Ex,70
75500,1972,1491,630,630,0,RM,Lvl,Gtl,Pave,TwnhsE,Gable,CBlock,SBrkr,1,NA,0,Y,WD,Normal,Ex,21
137500,1963,8800,936,1054,480,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Abnorml,Ex,80
183200,2002,7861,783,807,393,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,NA
105500,1954,7227,832,832,528,RL,HLS,Mod,Pave,1Fam,Gable,CBlock,SBrkr,2,Detchd,2,Y,WD,Normal,Gd,59
314813,2007,11694,1822,1828,774,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,3,Y,New,Partial,Ex,90
305000,2003,12244,1482,1482,749,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,4,Attchd,3,Y,WD,Normal,Ex,85
67000,1914,8248,864,864,0,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,FuseF,2,NA,0,N,WD,Normal,TA,45
240000,1974,10800,1522,1548,624,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,4,Attchd,2,Y,WD,Normal,TA,90
135000,1977,7064,980,980,484,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,2,Y,WD,Normal,TA,71
168500,2000,2117,756,756,440,FV,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Detchd,2,Y,WD,Normal,Ex,NA
165150,1972,10400,732,1012,484,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,4,Attchd,2,Y,WD,Normal,Gd,80
160000,1962,10000,1116,1116,440,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,87
139900,1960,12342,978,1422,286,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,TA,NA
153000,1955,9600,1156,1520,364,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Basment,1,Y,WD,Normal,Ex,80
135000,1969,11606,1040,1040,504,RL,HLS,Sev,Pave,1Fam,Gable,PConc,SBrkr,5,Attchd,2,Y,WD,Family,TA,70
168500,1964,9020,1248,1350,520,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,82
124000,1880,9000,636,1089,240,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,FuseA,3,Detchd,1,N,WD,Abnorml,TA,50
209500,2006,4590,1554,1554,627,RL,Lvl,Gtl,Pave,Twnhs,Gable,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,34
82500,1977,11900,1386,1411,544,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,2,Y,WD,Family,TA,85
139400,1954,9250,1056,1056,260,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,TA,80
144000,1980,6979,1056,1056,576,RL,Lvl,Gtl,Pave,Duplex,Gable,CBlock,SBrkr,0,Detchd,2,Y,WD,Normal,Gd,64
200000,1914,10896,1440,1440,0,RH,Bnk,Gtl,Pave,2fmCon,Hip,CBlock,FuseA,8,NA,0,N,WD,Abnorml,Ex,60
60000,1936,6120,264,800,0,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,FuseA,1,NA,0,N,ConLw,Normal,Fa,51
93000,1954,6000,811,811,256,RM,Lvl,Gtl,Pave,2fmCon,Gable,CBlock,FuseA,3,BuiltIn,1,Y,WD,Normal,TA,50
85000,1910,8777,796,796,0,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,2,NA,0,P,WD,Normal,Gd,67
264561,2006,3982,1520,1567,648,RL,Lvl,Gtl,Pave,TwnhsE,Hip,PConc,SBrkr,1,Attchd,3,Y,New,Partial,Ex,53
274000,2003,12677,1518,1518,588,RL,Lvl,Gtl,Pave,TwnhsE,Hip,PConc,SBrkr,1,Attchd,2,Y,WD,Normal,Ex,62
226000,2001,7050,1057,1057,650,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,NA
345000,1972,13860,1952,2000,538,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,4,Attchd,2,Y,WD,Normal,Gd,75
152000,1969,10793,780,780,462,RL,Lvl,Gtl,Pave,1Fam,Mansard,CBlock,SBrkr,4,Attchd,2,Y,WD,Normal,Ex,80
370878,2009,9187,1766,1766,478,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Attchd,3,Y,New,Partial,Ex,85
143250,1971,10530,981,981,576,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Detchd,2,Y,WD,Normal,TA,NA
98300,1950,7200,0,1048,420,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Detchd,2,Y,WD,Normal,Gd,60
155000,1953,10452,1094,1094,495,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,85
155000,1966,7700,756,1051,442,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,4,Attchd,2,Y,WD,Normal,TA,70
84500,1970,1936,630,630,0,RM,Lvl,Gtl,Pave,Twnhs,Gable,CBlock,SBrkr,1,NA,0,Y,WD,Normal,Gd,21
205950,2007,8125,813,822,562,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,65
108000,1940,9084,755,755,296,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,4,Detchd,1,P,WD,Normal,TA,60
191000,1996,8750,880,909,512,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,70
135000,1906,10320,756,756,216,RM,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,1,Y,WD,Normal,Ex,60
350000,1995,10437,2109,2113,839,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,2,Attchd,3,Y,WD,Normal,Ex,91
88000,1971,1680,525,525,264,RM,Lvl,Gtl,Pave,Twnhs,Gable,CBlock,SBrkr,3,Detchd,1,Y,WD,Family,TA,21
145500,1959,10007,1053,1053,312,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,Ex,72
149000,1931,7200,776,851,270,RL,HLS,Mod,Pave,1Fam,Gable,BrkTil,SBrkr,3,Attchd,1,P,WD,Normal,TA,60
97500,1948,17503,912,912,330,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Abnorml,TA,78
167000,1964,9937,1486,1486,480,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Detchd,2,Y,WD,Normal,Ex,75
197900,1976,12384,793,1142,550,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,NA
402000,1994,46589,1629,1686,711,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,4,Attchd,3,Y,WD,Normal,Ex,52
110000,1968,13560,1392,1392,576,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,2,Attchd,2,Y,WD,Normal,Gd,120
137500,1972,10012,1138,1181,588,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,2,Y,WD,Normal,TA,90
423000,2005,20896,2077,2097,1134,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,1,Attchd,3,Y,New,Partial,Ex,49
230500,2000,11194,1406,1454,504,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,106
129000,1965,18450,1021,1465,596,RL,Lvl,Gtl,Pave,1Fam,Flat,CBlock,SBrkr,3,CarPort,2,Y,WD,Abnorml,TA,NA
193500,1994,8125,1408,1679,575,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,65
168000,1956,14175,1188,1437,576,RL,Bnk,Mod,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,2,Y,WD,Normal,Gd,NA
137500,1922,11600,700,1180,252,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,2,Detchd,1,Y,WD,Normal,Ex,80
173500,2005,8633,738,738,540,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,64
103600,1925,6629,672,697,300,RH,Lvl,Gtl,Pave,1Fam,Gambrel,BrkTil,SBrkr,3,Detchd,1,Y,WD,Normal,TA,54
165000,1977,11250,1208,1208,546,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,NA
257500,1957,14442,1477,1839,416,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,110
140000,1965,9200,1136,1136,384,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,TA,80
148500,1978,2289,855,855,440,RL,Lvl,Gtl,Pave,Twnhs,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,24
87000,1900,9600,1095,1095,779,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,4,2Types,3,N,WD,Normal,Fa,60
109500,1924,9022,768,792,240,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,2,Detchd,1,N,WD,Normal,Ex,52
372500,2008,11844,2046,2046,834,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,3,Y,New,Partial,Ex,80
128500,1961,9945,988,988,572,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Detchd,2,Y,WD,Normal,TA,NA
143000,1980,8012,923,923,264,RL,Lvl,Gtl,Pave,TwnhsE,Gable,CBlock,SBrkr,2,Attchd,1,Y,WD,Normal,TA,50
159434,1932,4500,793,848,281,RH,Bnk,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,3,Detchd,1,Y,WD,Abnorml,Ex,55
173000,1996,2887,1291,1291,431,RL,HLS,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,NA
285000,2002,11248,1626,1668,702,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,90
221000,1998,16770,1195,1195,486,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Attchd,2,Y,WD,Normal,Gd,58
207500,1984,5062,1190,1190,577,RL,Lvl,Gtl,Pave,TwnhsE,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Gd,NA
227875,2007,10207,874,874,578,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,New,Partial,Ex,84
148800,2004,5105,551,551,480,FV,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Detchd,2,Y,WD,Normal,Ex,NA
392000,2007,8089,1419,1419,567,RL,HLS,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Attchd,2,Y,New,Partial,Ex,60
194700,2005,7577,1362,1362,460,RL,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,61
141000,2004,4426,848,848,420,RM,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,1,Attchd,2,Y,WD,Normal,Ex,NA
755000,1994,21535,2444,2444,832,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Attchd,3,Y,WD,Normal,Ex,104
335000,1989,26178,1210,1238,628,RL,Lvl,Mod,Pave,1Fam,Hip,PConc,SBrkr,4,Attchd,2,Y,WD,Normal,Ex,42
108480,1921,5400,1073,1073,326,RL,Lvl,Sev,Pave,1Fam,Gable,BrkTil,SBrkr,2,Detchd,1,Y,WD,Abnorml,Ex,60
141500,1936,6120,927,1067,576,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,3,Detchd,2,Y,WD,Normal,TA,51
176000,1987,13811,1112,1137,551,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Attchd,2,Y,WD,Normal,Gd,54
89000,1921,6000,616,616,205,RM,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Detchd,1,Y,WD,Normal,Gd,50
123500,1952,6420,980,1148,308,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,FuseA,2,Detchd,1,Y,WD,Normal,Fa,57
138500,1965,8450,894,894,336,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,1,Y,WD,Normal,Ex,65
196000,2004,4282,1391,1391,530,FV,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,59
312500,2002,14331,1800,1800,765,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,85
140000,1969,9600,1164,1164,528,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,2,Y,COD,Normal,TA,80
361919,2006,12438,1234,1264,666,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,4,BuiltIn,3,Y,New,Partial,Ex,82
140000,1900,7630,360,1032,672,RM,Lvl,Gtl,Pave,2fmCon,Gable,BrkTil,SBrkr,4,Detchd,2,N,WD,Normal,Gd,76
213000,2004,8400,1473,1484,606,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,70
55000,1930,5600,0,372,0,RM,Lvl,Gtl,Pave,2fmCon,Hip,Slab,SBrkr,3,NA,0,N,WD,Normal,Fa,70
302000,1971,115149,1643,1824,739,RL,Low,Sev,Pave,1Fam,Gable,CBlock,SBrkr,2,Attchd,2,Y,WD,Normal,TA,NA
254000,2006,6240,1324,1324,550,RL,Lvl,Gtl,Pave,TwnhsE,Hip,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,48
179540,2007,9018,728,728,400,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,2,Y,New,Partial,Ex,65
109900,1966,7162,876,904,408,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,1,Y,WD,Abnorml,TA,NA
